"","x"
"929","Woman: ""Male privilege is real! The patriarchy is oppressive to women!""

Also woman: *accuses man of sexual assault… https://t.co/ZmYedFI1RP"
"930","@AuConservatives @corybernardi Political correctness, assault on our freedom of speech and religion &amp; please add as… https://t.co/83qkcXkpA4"
"931","@elguapo64 @Truthseeker126 Any child under 75 lb should be labled as a potential assault weapon and banned from open carry."
"932","Welcome to the Fourth Reich: Donald Trump's assault on the rule of law will not end well https://t.co/L8UpuRxBUj #SmartNews"
"933","@RealJamesWoods @AKMark1 Hey Jefa, guess you haven’t traveled much.   Even years ago  European airports armed all t… https://t.co/Px6QOR9wNy"
"934","@Sonia_Rose1 And if he had assault the child would its his culture mean his let go, disgusting"
"935","Tonight I spoke on a panel for sexual assault awareness, and although @lil_bitofunsize swore I would be the first t… https://t.co/jxTMwcYRyL"
"936","Mulhouse city hall in France gave 235,000 Euros to an Islamist association whose (female) leader was recently kille… https://t.co/BlzokdQ5e0"
"937","Suspect charged in connection with bus stop kidnapping, sex assault https://t.co/QysKovT9bC"
"938","@NateWantsToBtl As a survivor of sexual assault, THANK YOU. This was an awesome stream. 💙💙💙"
"939","Teenager burned alive after reporting sexual assault https://t.co/kXFhDDzvHr"
"940","601 W Belden: a call of an assault in progress. #ChicagoScanner"
"941","@GiranOzcan Confronting really! Is he really o policeman or just a local bully? 

Is it a police officer's job in… https://t.co/YFHcjJgscD"
"942","@ElbowsRichie @ACLU Entry is legal for those seeking asylum. 
This is aggravated assault under NM law. These indivi… https://t.co/Rf2FdqbHyZ"
"943","@jtwilcox111 @MelissaSantos1 I'm sorry but after watching Seattle is Dying lawmakers really need to get it together… https://t.co/R2nHzp0BgK"
"944","@SalimMansurLNC How can we continue to trust CPC, when Mr Scheer is meeting with Islamists?
Who openly promote corp… https://t.co/Eal3QtwDpP"
"945","@garythebrave @tweettruth2me @Papaw_of_3 I never said there was a law regulating what the media calls assault weapo… https://t.co/k3x9v3hUoO"
"946","Months after Minnesota prosecutors declined to charge the founder of Chinese e-commerce company… https://t.co/EqBTv0uSls"
"947","Actor Craig McLachlan may go straight to trial on assault, sex offence charges, court told - ABC News https://t.co/7mRJntItNf"
"948","A young woman who attended Lahore's Solis Festival recounts molestation, sexual assault
 https://t.co/fIAlCCvJJP"
"949","@HuffPost Good God. He didn't commit sexual assault."
"950","Welcome to the Fourth Reich: Donald Trump's assault on the rule of law will not end well https://t.co/QwhkWF3eNB"
"951","Welcome to the Fourth Reich: Donald Trump's assault on the rule of law will not end well #SmartNews  https://t.co/ld7DWlD56r"
"952","@AnnRoseT @cabinloon @michaeltdresser @Ed_32801 @ezraklein @SenGillibrand I find it very frustrating that what ough… https://t.co/Vnmgk4yEN4"
"953","@sandrac42364265 Yes but mine is an actual option while yours is assault with a deadly weapon with intent.    That’… https://t.co/ldUMO5yyB9"
"954","Albany #police seek help identifying #assault #suspect - Apr 20 @ 1:20 AM ET  https://t.co/S3zS1CARZB"
"955","@RealJamesWoods Comrade Woods: you left out the flamethrower and plasma-beam disrupter. These items, along with the… https://t.co/YTr6WHclpR"
"956","@ericswalwell @NRA @OliverLNorth You couldn't define ""assault weapon"" if your life depended on it. Start smaller. D… https://t.co/3aEmHLZiUF"
"957","The Latest: Yemenis celebrate Eid as Hodeida fighting rages: The Latest on Eid al-Fitr (all times local): 2:00 p.m.… https://t.co/Nk10dOTCPG"
"958","@Mimirocah1 I thought assault is the physical threat and battery is the actual violent act."
"959","Masked men assault and rob Indy mother in her home in front of 3 daughters https://t.co/n6OSfhzPQy"
"960","@ShutdownMan @DrewD977ESPN Stats alone never tell it all, and you may never see an aerial assault game plan vs Miss… https://t.co/DOYFqiiw3j"
"961","Trump launched his Presidential campaign by once again fear-mongering about sexual assault, this time pointing to i… https://t.co/Eo2SxWheK1"
"962","@HuffPost Why is it important, especially if one has experienced sexual assault?! The USA of 2018/2019 has lost sig… https://t.co/MaDqPyp8yc"
"963","Super huge Q push. Declass inbound. Meme assault on high. Fire as much as possible down range. Target especially fa… https://t.co/ny0L9Ou4NL"
"964","ICE Plans to Start Destroying Records of Immigrant Abuse, Including Sexual Assault and Deaths in Custody https://t.co/3hMADRMZi8"
"965","1-800-656-4673 - Sexual Assault Hotline https://t.co/QOxkmbVA7y"
"966","Detaining a person or persons against their will is called Kidnapping , doing this while armed with a weapon like a… https://t.co/8mHLPlA7l5"
"967","@NBCNews Why isn't he being charged with assault?"
"968","@CLtheRaccoon The fact that you are defending VAs possibly LYING about harassment and sexual assault is far more di… https://t.co/aVxv7TezrD"
"969","Libertarian Activist Vann Gutier Gets Probation, Jail Time in Assault Case https://t.co/zLDgkSz6fa https://t.co/Ga8jdZ61Gp"
"970","@WPLGLocal10 He needs fired and charged. This type of assault can cause lifelong neuro deficits. He needs to charge… https://t.co/SBPe1IoqkY"
"971","@ShayITP @yashar @SenGillibrand You can feel that way and that’s fine. I won’t sigh at you or generalize your feeli… https://t.co/KQnj85ZBfR"
"972","Well, I gotta say you got what you deserved... cuz you assault &amp; battered that nigga fasho🤷🏾‍♂️😹 this just evidence… https://t.co/jevVvytpOZ"
"973","@DeborahDiltz @marklevinshow @KellyannePolls With everything that is thrown at him every second of every day, I wou… https://t.co/5NV4bJRVuM"
"974","@imani_yvonne2 And while men may be the main defenders of sexual assault, women are the main perpetuators of the id… https://t.co/Trgup7i8Ac"
"975","@imani_yvonne2 True, but this article is above the paygrade of most men I know. Sure you have sexual assault and po… https://t.co/HdZkSND9EZ"
"976","@realjdburnett Fucking savages these cops. Not only do I hope he’s fired but I hope they drop assault charges on hi… https://t.co/Qm1RHkZNpq"
"977","Muslim Woman Burned to Death in Bangladesh for Reporting Sexual Assault https://t.co/QDTpCmCKZy https://t.co/BykLfKtYBW"
"978","The musical was worth a watch, too! Definitely captures the experience of subway travels. (Though CW: death, sexual… https://t.co/OXVb8P7cPv"
"979","@KVR216 @indiewrestling @bucky4everyone @FreelanceWres Hey dude can you make one of Aiden Miller Assault Driver??"
"980","Welcome to the Fourth Reich: Donald Trump's assault on the rule of law will not end well https://t.co/Rx9wmK5f7D"
"981","Up to Page 57 volume 1. Let’s be clear, the Russians didn’t just poke and meddle. We were under  and still are unde… https://t.co/rVAvZbBUcL"
"982","""fuck you, bitch"" - ex-con as he punches woman in the face. Two days later, he attempted to rape a woman in midtown… https://t.co/vD3YOtNU5t"
"983","@JoeMainMixen @JLeskiwTDN Sounds like an assault of a player by an adult. Are Kelso fans always violent? The Kelso… https://t.co/5QsuX0bO2V"
"984","@AnnRoseT @cabinloon @michaeltdresser @Ed_32801 @ezraklein @SenGillibrand Nobody said they were the same exact thin… https://t.co/khOWHTQmwZ"
"985","We have been raped for more than two years, and now progressives and MSM wants to continue the assault. Truly a clown world."
"986","TW /// sexual assault, kavanaugh

I...  I have no words. None. https://t.co/KpjV6dO3Il"
"987","@Weebtism @MsBlaireWhite That's the funny thing because criminals who have done child related crimes are most likel… https://t.co/jnuCH37Ekx"
"988","@HuffPost What sexual assault. An allegation from someone over 30 years ago with No corroboration from anyone doesn… https://t.co/K65MZCUm5y"
"989","@WolfEnt @Mariska @nbcsvu I been watching Mariska from season one. #SVU helps me to talk to my family about what ha… https://t.co/iyCPAW4Y7D"
"990","PRO 10s

Me Slasher Zoomaa Skyz Priestahh vs Temp Gunless Teej John Assault 

https://t.co/e7gaXwWtcq"
"991","@Aetnerd @beingattacked @ericswalwell @NRA No one wants to disarm the citizenry, that is just false flag fear monge… https://t.co/kD0uNwZBqM"
"992","@deanelazab I'm almost at a loss for words. This feels like an assault on the senses but I'm not sure if I can look away."
"993","Survivor Stacey Thompson speaks out on Military Sexual Assault https://t.co/YAOQ5Ol5RJ via @YouTube"
"994","Terri's Story of Surviving Military Sexual Assault https://t.co/qgCG6OYekU via @YouTube"
"995","@alt_localgov @realDonaldTrump Of course, Ken Starr was ousted as president of Baylor for failing to act on multipl… https://t.co/Lb24Y4ZvKd"
"996","Amando's Story of Surviving Military Sexual Assault https://t.co/5PWC9Rr89w via @YouTube"
"997","John Pilger- Julian Assange’s Arrest an Assault On Journalism https://t.co/euo8p3w1jW #auspol"
"998","@AndrewPollackFL @bluelivesmtr There are plenty of Democrat Cops, and the gun issue is much more complex, as I’m su… https://t.co/eX1IeXy1b7"
"999","@BernieSanders American Indian and Alaska Native communities are as close as it gets to socialist utopia that you a… https://t.co/GSpIIBvmU1"
"1000","@stolmeier @Speech7x7 @scuderia786 But, but, but hold up it can't be assault because this is the religion of Peace were talking about..."
"1001","@JarekFA @chesneycheckers @_maxmaxed @nyctaxi @CorrectionNYC Cops sound like assholes. But under NY penal law, phys… https://t.co/vYFZrou5uY"
"1002","@BethElderkin It's a necessary disclosure. If Ron says there's 100 victims of assault, then he has to provide the l… https://t.co/2H27cU3aOE"
"1003","@RawStory I equate Republican support for #Trump like a sports team. The best sport player for the team commits an… https://t.co/TgLx7xd9rF"
"1004","Assault at the Candle Wood Suites: 1 subject hit another, so the subject that was hit bit that person in the face"
"1005","United Assault Challenger Deck Giveaway and Gameplay MTG Arena https://t.co/RuPJHuMlYr via @YouTube"
"1006","Other people’s happiness is not a direct and personal assault on you."
"1007","@funder If he signs a reproductive health bill that allows abortion that would be it. Or banning assault rifles. Al… https://t.co/H87C7GpqCl"
"1008","CoD BLACKOUT: TOP 5 BEST ASSAULT RIFLES | 16 Kills Solo | Tips &amp; Tricks (Black Ops 4) https://t.co/gp02z4IAMg https://t.co/dJwpq8K7jl"
"1009","University of Utah Police are asking for the public’s help in identifying the suspect and vehicle from an attempted… https://t.co/FHhhZnNyfp"
"1010","The assault this week has been so intense and can't barely get up. 17 4 These clips where taken Dec 8th, 2018… https://t.co/jvPcweW73g"
"1011","@AnnRoseT @cabinloon @michaeltdresser @Ed_32801 @ezraklein @SenGillibrand One person’s “gag” is another’s sexual as… https://t.co/GgqIyFPbBv"
"1012","At the time I was worried they'd assault or shoot me. My mom heard them peeling out in the parking lot when I was s… https://t.co/DyGm2I5t1t"
"1013","Junior Dakota Buttrey continues her assault on the record book...with 2 more HRs against CSC today, her career HR r… https://t.co/70D6j1tW3r"
"1014","I just remembered the time some guy threatened my uncle to assault them at the exit of a cinema room for telling th… https://t.co/dU1nuOP8av"
"1015","@Rprime422 @US_Charles_H @ACLU brandishing a firearm is assault in most states-not necessary to actually shoot or h… https://t.co/NGWn4NmFkh"
"1016","Cardi B Arrives in Court in $16,000 Outfit as she Rejects Plea Deal in Strip club Assault Case https://t.co/4o2PtGmadA"
"1017","Telling someone to get over their sexual assault because it happened 2 years ago is not okay. Triggers are a real f… https://t.co/mjDu2wOWPS"
"1018","Suit Filed for Nia Wilson Claims BART Subway System has a Legal Obligation to Protect Passengers – the Racist Suspe… https://t.co/e9qA2xnSO6"
"1019","Police are investigating an assault and robbery which occurred in Footscray earlier this month.

Investigators have… https://t.co/ENV0EBjJcD"
"1020","#melbourne #Africansagain being sought by Victoria Police are investigating an assault and robbery which occurred i… https://t.co/Qa5wFbsY6k"
"1021","@Sxy_NtheCity Not half an assault rifle ?"
"1022","WaPo (April 22, 1999):

""In Columbine's hallways, they spoke broken German and referred often to ""4-20,"" Hitler's b… https://t.co/OP6SA5koTY"
"1023","And he gets in trouble with the law ... for assault? Or killing Ronson? #Riverdale https://t.co/JeF45nRbuk"
"1024","Shadow of Everest live at April Assault X at Montes Showbar Grill! @ Montes Showbar Grill https://t.co/MRK36d8HMg"
"1025","@masked_awesome Banning brats from theater won't do shit.
Though I don't hate the kids as much as their parents.
On… https://t.co/2Q5QcdiVl5"
"1026","I guess the sexual assaults he ignored at Baylor went to the “brink” of assault but “didn’t walk across that red li… https://t.co/QcPobtOqyz"
"1027","@spacejackhammer @SilverSpeedo @NYAVGtommy @ericswalwell @eleniagresta @NRA @OliverLNorth According to the FBI in 2… https://t.co/8Nsy0MtSQ1"
"1028","It’s not assault unless you’re injured 🤦🏼‍♀️ Jesus h Roosevelt Christ https://t.co/oUtOhODQEb"
"1029","@TomTaylor081165 Yes, got fired from Baylor for the sexual assault mess, needs a job."
"1030","@ndrew_lawrence Ya know what sucks for the country? When YOU were president of Baylor University and sexual assault went through the roof!!"
"1031","Dame should file assault charges with the OKC PD"
"1032","@WPLGLocal10 Forget firing the guy. Charge him with assault."
"1033","dennis schroeder tapping his wrist dont you got an assault charge to worry about"
"1034","@Sxy_NtheCity Would you feel better if they carried just HALF of an assault rifle?"
"1035","Veteran tells how he survived: https://t.co/LXv5jfbXp0
See the 30 second movie trailer below: https://t.co/1qInPaJg3c"
"1036","@RealJamesWoods @OmahaSpeak I wonder what constitutes a half assault rifle. 🤔Are they half as deadly? 😱"
"1037","Police: Officer faces assault charge for hitting handcuffed shoplifting suspect https://t.co/ZvhmpEo4nx https://t.co/Yp3Rar3ljO"
"1038","Police: Officer faces assault charge for hitting handcuffed shoplifting suspect https://t.co/kWjWx3oQaS https://t.co/AqsGyaWoYD"
"1039","@Sxy_NtheCity Was it one of those sexual assault rifles? https://t.co/4m4EpbzJPE"
"1040","@turkeybucket34 @Pugs_4_Trump @RobinParnell4 @Joeystats707 @iamsteef1 @davidhogg111 No, the problem is that y’all c… https://t.co/oIlW67fhcy"
"1041","32 million sexual assault payments enough said https://t.co/lvc1TE7F63"
"1042","We support healing and recovery of trauma survivors, check out our page for more resources! 
.
#healingtree… https://t.co/WzKzAe4fkN"
"1043","@larrybirdmurphy @mama_speedy @Kevin93527144 @legaleagle48 @berniebroette @2020PolPolls Signed the Brady bill and t… https://t.co/JK0K0KCAmO"
"1044","Nevada Assembly OKs sex assault bill ending statute of limitations when there is DNA evidence.  https://t.co/htOO2EMv62"
"1045","@maximillian_alv @TheKevinAllison Also kidnapping, assault, terrorism, impersonating law enforcement, probably some other crimes too..."
"1046","While I’m at it, for god’s Sake someone send this to idirs Elba and Chloe Grace moretz before they get themselves k… https://t.co/uOFEd7tJth"
"1047","@HeinrichBryan @CNN Cory Booker tried to tank Kavanaugh's nomination over a fake sexual assault claim....but Cory h… https://t.co/79zvkPjYlx"
"1048","NHS cyber attack hero Marcus Hutchins admits criminal charges in US | World News https://t.co/tzNailtK9V https://t.co/AYlWIjjhBS"
"1049","@MDSebach @CultOfEh Maybe you pay attention to the news.
https://t.co/8yg3RlSKLb"
"1050","Illegal alien accused of kidnapping, sexually assaulting N.J. girl - https://t.co/tbkZYl31va via @shareaholic"
"1051","Illegal alien accused of kidnapping, sexually assaulting N.J. girl » - https://t.co/tbkZYl31va via @shareaholic"
"1052","@DarkCloudVA @shiftyripper We know for sure that funis investigation that they have been told to bring forward had… https://t.co/WvYFh5YFAE"
"1053","Just Outside Denver, Black Male (Oghaleoghene Atuno) Deliberately Targets Two White Boys in Hit-and-Run Racial Assa… https://t.co/3Al96dQz2O"
"1054","@melreynoldsU @AP I find it funny that you fail to mention that the man in question pointed said firearm at people,… https://t.co/VR3sVinuDd"
"1055","@RealJamesWoods 🙋🏻‍♂️teacher I thought assault was a verb, not an adjective."
"1056","False imprisonment? Aggravated assault with a deadly weapon? Arrest these traitors! 
#Resist
#StopTheHate

Militia… https://t.co/6gWkFz4olz"
"1057","Assault on 900 BLOCK OF FULTON ST, Brooklyn, NY (via https://t.co/AFucUBSMwv) https://t.co/YpzQKVHtIC"
"1058","Dee Barnes Didn't ""Confirm Nor Deny"" Dr. Dre Sexual Assault Question From Wendy Williams - https://t.co/QB7QsKU2Zq https://t.co/tLnung36G9"
"1059","According to police, the suspect sexually assaulted the 69-year-old man and forced him to the ground. He then ran o… https://t.co/5cLANL2IWF"
"1060","@_sarim_ @lilnativegirll Assault and battery???? I didnt see a thing https://t.co/conU85uNQO"
"1061","@In_Case_Im_Fake @Sxy_NtheCity Nope it was an AK fully assault 100 round a second"
"1062","@MStrooo6 a grown man throwing a baseball at another grown man, at lethal speeds at the very least deserves to be c… https://t.co/9msZo2Q9El"
"1063","@_fantasykings @HilowFF @DmicMedia @YahooNoise I'm not gonna get into a debate with you about severity of assault"
"1064","@spacejackhammer @SilverSpeedo @NYAVGtommy @ericswalwell @eleniagresta @NRA @OliverLNorth You do know that man coul… https://t.co/1DCE21KgJj"
"1065","@Sxy_NtheCity What is a ‘whole assault rifle?’"
"1066","@laylapat4trump @BostonBoxer1 @Ladanieladea @markfromalbany @BryceMAHWilson @AnastasiaLine @ChatByCC… https://t.co/mQlRCYqMeo"
"1067","@KPRC2 She died of an assault caused her health to decline
It was murder"
"1068","Hey @EAStarWars why don't you shuffle teams instead of sitting around for 5 minutes waiting for 2+ players because… https://t.co/MaliP17jrI"
"1069","That girl that pepper sprayed those kids could be charged with assault unless she had a really good reason.
#livepd #livepdnation"
"1070","I'm waiting impatiently for the Justice Department to challenge these States that have passed ""Red Flag Laws"" ! Thi… https://t.co/dLFBs1Rofs"
"1071","The Kavanaugh confirmation left lingering scars, including that GOP men became far less likely to believe women who… https://t.co/OBatJGGAEE"
"1072","@Electrical_Star @jjohns313 @1WaywardSister @pinkksunrise When I saw him doing this, my first thought was “he’s doi… https://t.co/J35GPj0V0p"
"1073","Welcome to the Fourth Reich: Donald Trump's assault on the rule of law will not end well. ⁦@tiresistance⁩  https://t.co/HbTL8lHdWg"
"1074","Welcome to the Fourth Reich: Donald Trump's assault on the rule of law will not end well https://t.co/HbTL8lHdWg"
"1075","End rape culture for survivors of sexual assault and violence. We stand with them! #endrapeculture4 https://t.co/oSX6usTMMI"
"1076","“We’d just like to get him off the street as soon as possible.” At 10:00, the message U of U police have for studen… https://t.co/IjZKzM6FRd"
"1077","@hookeeeer @aryxzi @meowsenpvi The one thing I will say about this though is that most states don’t make people reg… https://t.co/MSxMjTqkKo"
"1078","@Dave3006 @mosettastone @davidhogg111 Thats the messed up part. You're totally cool with a police officer busting t… https://t.co/Le4olZJvPc"
"1079","Just a PSA servers. In some states you can press charges for unwanted notes on tickets... in MS it can be a verbal… https://t.co/oPbBlfT2lh"
"1080","@ndrew_lawrence Like Starr ignored those Sexual harassment and assault cases at Baylor bc it was bad for Baylor?😡 https://t.co/PqTPl2Ppih"
"1081","Some Killer Assault Gameplay with my full chrome STG44,hope you enjoy!! @FoAmcommunity @BFV @BattlefieldV #PS4share
https://t.co/9zLrs2wVIi"
"1082","How a sexual assault victim's lawsuit set a precedent that alarmed the Catholic Church | CBC Radio https://t.co/UJVFTGJJq9"
"1083","@BriannaWu @nytimes @washingtonpost ""We meticulously documented #Gamergate felonies for them.""

That's because you… https://t.co/xe6Wcb9fLv"
"1084","@SteveGuest @RepMarkMeadows You missed the quote about asking someone to assault another person being ok. Meadows is a clown."
"1085","Still staying safe @ashtownbrewing. Hope project is raising sexual assault awareness tonight! https://t.co/A9uiP8Ueqz"
"1086","@FeylisFey @SLreforms @KamalaHarris You probably don’t know what an assault rifle is do you?"
"1087","(St Marys)  CAD: 23:28:03*Assault/Rape*44074 PARKVIEW CIR, CALIFORNIA"
"1088","@travel745 @melrose4fun @NoFilterOnMe1 @OHUTAK @ArthurSchwartz @DonaldJTrumpJr @RichardGrenell @PeteButtigieg It di… https://t.co/p9wOET56Yg"
"1089","@Chuckles152 Sure. As far as I know they didn’t sexually assault their kids. If they did then fuck them."
"1090","@abc13houston Wow, that's assault."
"1091","Barbarian assault is dumb and getting a fighter torso is gonna hurt"
"1092","This Will Shock You! What I Witnessed On The Border. https://t.co/g1ZP5yojTT via @YouTube  @HouseDemocrats… https://t.co/cdhwwWJXkl"
"1093","@Liston617 @Jared_Carrabis Guess it depends on the type of assault..."
"1094","At a press conference in Lansing focused on combating sexual assault, questions quickly shifted to the governor's t… https://t.co/yJMMjvXC7Z"
"1095","i understand you dont want me to group good people in with bad people but you expect me to have a positive opinion… https://t.co/QkeLDM20qn"
"1096","Yet your still too weak to stand up to not just the stuff in Mueller's report but also the womanizing &amp; adultrey wi… https://t.co/9z54F61f0y"
"1097","@Sxy_NtheCity Wow. What makes it a whole assault rifle. Maybe it had a new paint job and chainsaw attached."
"1098","Absolutely. Sounds like #CNN's April Ryan has been talking to Ilhan Omar again getting her head full of harmful and… https://t.co/S4JqzozHYb"
"1099","Bill Could Overhaul How Sexual Assault Allegations On College Campuses Are Handled https://t.co/JYIWU5VzIR"
"1100","@jmedley_star Survive the assault, keep working the cut!"
"1101","@vVv_NerdPrblms @WeAreLOG @vVv_Gaming Let’s goo!!!!"
"1102","Concealed Carrier Charged with Aggravated Assault in Road Rage Incident [VIDEO] https://t.co/Etn6QFPdHQ"
"1103","@mGbYz104ARRySyy @MeilingIts ...so local law enforcement was dispatched to an assault-in-progress, an individual un… https://t.co/pC5gl9cSMp"
"1104","@drfc_ross On civvy street that’s assault"
"1105","@_emileexo Literally ASSAULT. Almost always multiple men vs one woman lol."
"1106","@ambeanie_moss It only seems worse. Watergate was a direct assault on the Constitution by very smart men who knew h… https://t.co/ntYcg9K8Oq"
"1107","Bill Could Overhaul How Sexual Assault Allegations On College Campuses Are Handled https://t.co/hUsmvJQqwK https://t.co/xEsqderDZr"
"1108","Assault charge dropped against soldier who said she acted in self-defense https://t.co/tz3TydTewQ"
"1109","@atrupar @ChrisCuomo Isn't trying to solicit an assault on someone else actually illegal though"
"1110","@fudanshi15 It’s not a mistake when you intend to perform a procedure for which you knew you weren’t authorized to do. No consent is assault"
"1111","@xCaptainxMURICA @Justineaton5478 @DerienBrown @Envy @Decemate @G2esports @f3rocitys @100Thieves @Apathy_BZ… https://t.co/wOnlSl2ZXS"
"1112","@realDonaldTrump @TuckerCarlson The most humiliating thing that ever happened was that people thought it was a good… https://t.co/FVxRjTnnR9"
"1113","@realDonaldTrump Hmm, have you nothing to say about Russia ' s systematic and sweeping assault on our election proc… https://t.co/ohwmn4e2Y1"
"1114","@Blue2Reaganite Are u sure it wasn’t 1/2 an assault rifle?? You know because those are more common....dolt"
"1115","@WPLGLocal10 Why isn't he being brought up on charges for assault?"
"1116","@ndrew_lawrence Given his track record during the Clinton impeachment &amp; the Baylor sexual assault scandal, I guess… https://t.co/I575UKVe6C"
"1117","@ericswalwell No thanks. I'm saving up for one of those military style assault weapon you going on about."
"1118","@Mimirocah1 Jim Jordan is am embarrassment for the state of Ohio.  Assault is making a threat, battery is acting ou… https://t.co/2DFmPrKijv"
"1119","@spacejackhammer @SilverSpeedo @NYAVGtommy @ericswalwell @eleniagresta @NRA @OliverLNorth What is an assault weapon… https://t.co/iezfloHAdE"
"1120","@THELGPC She provides a model in believing survivors of sexual assault"
"1121","@TManitowoc @ChristineSullis Long as I live I will not understand some juries...and this one really has me perplexe… https://t.co/2AYpUZXHc9"
"1122","2.5 mile run yesterday to help raise awareness for sexual assault prevention month https://t.co/dWxjtBBbVD"
"1123","Veteran tells how he survived: https://t.co/LXv5jfbXp0
Watch the 30 second movie trailer below: https://t.co/1qInPaJg3c"
"1124","WATCH: GOP Rep. Says It's Not A Crime To Ask Someone To Assault Someone | https://t.co/dAJWY9exFF. Good gawd. Betwe… https://t.co/b9WRY5oWL3"
"1125","@saturn5th Yeah but it’s kind of jumped over here now?? like we have bad cops too but the disrespect and physical a… https://t.co/4dqd27hDeJ"
"1126","Regardless the threats. We must assure this Republic with stands this assault and remains a beacon of freedom. We a… https://t.co/q2DW0YkqDY"
"1127","@Sxy_NtheCity Officer patrolling with an assault rifle... and not one crime committed. Amazing!! Seems like him carrying that rifle worked."
"1128","@fred_guttenberg No words. The presidency endures yet another assault to its historical stature and decency."
"1129","Yes, but it's equally traumatic for accused students. Finding truth is not easy. ""Laura Dunn...said these occurrenc… https://t.co/kON8MxMjx3"
"1130","Let's take away assault weapons so the police are the only ones that have it..... Doesnt make much sense to me. See… https://t.co/ubgK8jjxb0"
"1131","She is due back in court next month on misdemeanor reckless endangerment and assault charges. https://t.co/U1xQfttRho"
"1132","@realJeffreyLord @Mediaite Hi fuck face. Did she use doctored video of the falling towers? Did she encourage attend… https://t.co/w3ipxIsmR8"
"1133","@PrayingMantis70 @mutts4me_sherri @AliM20698746 @HarveyStaub1 @c0lettea @Dance_Always__ I'm a retired LEO, after wi… https://t.co/dDgyjA6HYz"
"1134","@RHOGossip You and the other baboons don't like LVP and aren't friends with her but you are upset that she doesn't… https://t.co/T7mY5pgPyb"
"1135","Assault in Progress: 48th and Emmet St.
Male down on the ground being assaulted with a crowbar.   
OFD: E24, M24
TAC: 3
Time Out: 21:57"
"1136","How bout ya fucking charge him with assault, attempted murder, felonious assault?!?!?!?!?!?! Send his punk ass to t… https://t.co/A6offCEwgF"
"1137","Here’s an article that I encourage every single American to read not once but twice!
Welcome to the Fourth Reich: D… https://t.co/nzL5SyRJ46"
"1138","crazy when i was 15 and pedobear was a meme and people would throw the word pedo around like nothing and then years… https://t.co/1aIcHD75U2"
"1139","@ChiefBowser @CBP Aggravated Assault. 
Felony upon conviction. Threat of bodily harm, use of deadly weapons, concea… https://t.co/qi7GNYg3li"
"1140","@realDonaldTrump BRAVO!!!  Thank you for weathering the SICK ASSAULT OF DERANGED POWER HUNGRY ‘DO NOTHINGS’.    WE… https://t.co/yyrOUa7RV6"
"1141","@WVaProud @SamTLevin Well the border patrol agents who aren’t being charged with sexual assault or trafficking."
"1142","@LK122490 @GavinNewsom Must be a Trump cult member telling others to leave . No, I will vote on candidates supporti… https://t.co/WWXOzfIGUb"
"1143","Welcome to the Fourth Reich: Donald Trump's assault on the rule of law will not end well https://t.co/Cuxl3m8Yyn #SmartNews"
"1144","The constant assault by anti everything groups against enviromentaly sound projects needs to end. Court delays driv… https://t.co/HkuRarkERe"
"1145","The constant assault by anti everything groups against enviromentaly sound projects needs to end. Court delays driv… https://t.co/Oj9c1juYiH"
"1146","@Kimbclay @TerminalLance I’m with second assault battalion..ON YOUR MOM!"
"1147","@Sxy_NtheCity Glad our airport police carry partial assault rifles. We all feel safer knowing we're saving money."
"1148","Sharing my Facebook post re: unexpected triggers for sexual assault trauma. Thanks for listening ❤️.… https://t.co/uzNsXYQRae"
"1149","@TheERamey “The cops might be after him because that was damn near assault” 😂"
"1150","@Tombstone1954 @GaryMortimer17 Would love ICE to pay her a visit. At the very least, she'll be enraged and be charged with assault."
"1151","Powerful exhibit of clothing from sexual violence survivors which makes the point that women's choice of clothing d… https://t.co/CXSonCvTg3"
"1152","@ambeanie_moss This is much more of a threat to our democracy. With the assault on our election process, the contin… https://t.co/sqPmxtG700"
"1153","@shane_holmberg @n0t4k0r34n @JSSDESS @nachoninja6 Shane just because you “defend” Vic from 1 thing doesn’t give you… https://t.co/3omsNP8CIt"
"1154","@SarahFye9001 @Imsupergirl11 This video making ""jokes"" about Vic being pedo coming from the same people who stand u… https://t.co/Gcrfr9xrsH"
"1155","Sheriffs office #investigating alleged #inmate #assault in Cumberland County - Apr 19 @ 10:44 PM ET  https://t.co/p5mrqxd5xa"
"1156","Boys 5th Grade - Pool A - Team Marsh def. Team Assault 51-14 @exposurebball"
"1157","@Justineaton5478 @xCaptainxMURICA @DerienBrown @Envy @Decemate @G2esports @f3rocitys @100Thieves @Apathy_BZ… https://t.co/Zr39tBN3Fe"
"1158","Welcome to the Fourth Reich: Donald Trump's assault on the rule of law will not end well. https://t.co/7p39PDjzUi"
"1159","@KurtSchlichter @DLoesch @ericswalwell is an absolute imbecile that has no idea what he’s talking about. He probabl… https://t.co/aUqEVO6QUZ"
"1160","Man Who Met Family At Church Sexually Assault Their Daughter, Cops Say https://t.co/iVU60kFdiP"
"1161","ICE Plans to Start Destroying Records of Immigrant Abuse, Including Sexual Assault and Deaths in Custody https://t.co/Hrs8B2n4S5"
"1162","@HillReporter Isn’t that conspiracy to commit assault?"
"1163","@Sxy_NtheCity You can’t bring a whole assault rifle to a bomb fight."
"1164","https://t.co/GCFMRVxyfO #NYC #NewYork #NewYorkCity #WestVillage #Tribeca #BatteryPark #FiDi #NoHo #SoHo… https://t.co/9Cahxc6dN3"
